,,,,,,,,,,,,
#,x,h,,,07:00:00,18/05/19,1558162800,,,,,
76,49,50,,,,,,,,,,
76,49,49,,,,,,,,,,
46,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
49,48,50,,,,,,,,,,
#,t,1,15874726,,,,,,,,,
#,c,40302770,,,,,,,,,,
51,50,51,,,,,,,,,,
55,50,51,,,,,,,,,,
357,49,50,,,,,,,,,,
157,49,50,,,,,,,,,,
161,51,51,,,,,,,,,,
150,49,50,,,,,,,,,,
110,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
57,50,51,,,,,,,,,,
74,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
51,50,50,,,,,,,,,,
#,t,1,15970055,,,,,,,,,
#,c,40302771,,,,,,,,,,
52,50,51,,,,,,,,,,
51,51,51,,,,,,,,,,
416,50,51,,,,,,,,,,
269,49,51,,,,,,,,,,
150,51,51,,,,,,,,,,
93,51,50,,,,,,,,,,
82,49,50,,,,,,,,,,
96,51,51,,,,,,,,,,
81,50,51,,,,,,,,,,
65,50,51,,,,,,,,,,
52,49,50,,,,,,,,,,
51,49,51,,,,,,,,,,
#,t,1,15976731,,,,,,,,,
#,c,40302772,,,,,,,,,,
51,50,51,,,,,,,,,,
51,49,50,,,,,,,,,,
139,50,51,,,,,,,,,,
321,50,51,,,,,,,,,,
198,50,51,,,,,,,,,,
101,50,51,,,,,,,,,,
70,50,50,,,,,,,,,,
79,51,51,,,,,,,,,,
66,50,51,,,,,,,,,,
69,49,51,,,,,,,,,,
74,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,15998184,,,,,,,,,
#,c,40302773,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
98,51,52,,,,,,,,,,
103,51,52,,,,,,,,,,
73,50,51,,,,,,,,,,
71,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
54,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,15998208,,,,,,,,,
#,c,40302774,,,,,,,,,,
51,49,50,,,,,,,,,,
51,49,49,,,,,,,,,,
87,50,51,,,,,,,,,,
57,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
49,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,16128676,,,,,,,,,
#,c,40302775,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
287,50,50,,,,,,,,,,
118,50,50,,,,,,,,,,
103,48,49,,,,,,,,,,
54,49,49,,,,,,,,,,
57,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
53,48,48,,,,,,,,,,
52,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,16179009,,,,,,,,,
#,c,40302776,,,,,,,,,,
49,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
180,51,50,,,,,,,,,,
218,50,49,,,,,,,,,,
132,50,49,,,,,,,,,,
53,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
50,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
49,51,50,,,,,,,,,,
50,51,51,,,,,,,,,,
#,t,1,16310037,,,,,,,,,
#,c,40302777,,,,,,,,,,
50,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
102,51,50,,,,,,,,,,
87,50,50,,,,,,,,,,
48,50,49,,,,,,,,,,
53,51,52,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
49,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
49,50,49,,,,,,,,,,
#,t,1,16403355,,,,,,,,,
#,c,40302778,,,,,,,,,,
51,51,51,,,,,,,,,,
52,51,52,,,,,,,,,,
95,49,49,,,,,,,,,,
122,49,51,,,,,,,,,,
74,49,50,,,,,,,,,,
68,50,51,,,,,,,,,,
53,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
51,50,50,,,,,,,,,,
52,51,51,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,16626807,,,,,,,,,
#,c,40302779,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
474,49,50,,,,,,,,,,
175,51,51,,,,,,,,,,
156,49,51,,,,,,,,,,
93,50,51,,,,,,,,,,
71,50,51,,,,,,,,,,
54,49,50,,,,,,,,,,
101,48,49,,,,,,,,,,
48,48,48,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,16669045,,,,,,,,,
#,c,40302780,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
117,49,50,,,,,,,,,,
63,49,50,,,,,,,,,,
48,50,50,,,,,,,,,,
50,48,49,,,,,,,,,,
50,49,51,,,,,,,,,,
49,50,51,,,,,,,,,,
49,49,49,,,,,,,,,,
57,48,49,,,,,,,,,,
54,49,51,,,,,,,,,,
79,49,51,,,,,,,,,,
#,t,1,16669320,,,,,,,,,
#,c,40302781,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
84,49,49,,,,,,,,,,
76,49,51,,,,,,,,,,
53,50,50,,,,,,,,,,
67,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
51,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,16682667,,,,,,,,,
#,c,40302782,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,50,,,,,,,,,,
526,50,51,,,,,,,,,,
304,51,51,,,,,,,,,,
150,50,51,,,,,,,,,,
128,50,51,,,,,,,,,,
104,50,51,,,,,,,,,,
48,50,51,,,,,,,,,,
66,49,51,,,,,,,,,,
95,50,51,,,,,,,,,,
50,51,51,,,,,,,,,,
69,51,52,,,,,,,,,,
#,t,1,16740853,,,,,,,,,
#,c,40302783,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
301,49,49,,,,,,,,,,
184,50,50,,,,,,,,,,
94,49,49,,,,,,,,,,
109,49,50,,,,,,,,,,
78,50,51,,,,,,,,,,
53,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
49,48,49,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,16964901,,,,,,,,,
#,c,40302784,,,,,,,,,,
49,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
97,49,49,,,,,,,,,,
80,49,49,,,,,,,,,,
111,50,50,,,,,,,,,,
118,49,49,,,,,,,,,,
54,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
58,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
48,48,48,,,,,,,,,,
49,48,50,,,,,,,,,,
#,t,1,16967572,,,,,,,,,
#,c,40302785,,,,,,,,,,
50,50,50,,,,,,,,,,
49,51,50,,,,,,,,,,
188,51,49,,,,,,,,,,
128,50,49,,,,,,,,,,
109,50,50,,,,,,,,,,
97,50,51,,,,,,,,,,
63,51,50,,,,,,,,,,
49,50,49,,,,,,,,,,
52,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
48,49,49,,,,,,,,,,
48,50,49,,,,,,,,,,
#,t,1,17072498,,,,,,,,,
#,c,40302786,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,49,,,,,,,,,,
346,49,50,,,,,,,,,,
206,49,49,,,,,,,,,,
122,51,51,,,,,,,,,,
85,50,49,,,,,,,,,,
53,49,48,,,,,,,,,,
65,49,50,,,,,,,,,,
59,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,17305788,,,,,,,,,
#,c,40302787,,,,,,,,,,
49,48,50,,,,,,,,,,
50,49,49,,,,,,,,,,
390,49,49,,,,,,,,,,
411,50,50,,,,,,,,,,
269,50,50,,,,,,,,,,
100,50,49,,,,,,,,,,
136,49,49,,,,,,,,,,
71,49,50,,,,,,,,,,
68,49,51,,,,,,,,,,
81,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
50,48,51,,,,,,,,,,
#,t,1,17323247,,,,,,,,,
#,c,40302788,,,,,,,,,,
50,50,50,,,,,,,,,,
52,49,50,,,,,,,,,,
444,49,49,,,,,,,,,,
148,49,49,,,,,,,,,,
119,48,49,,,,,,,,,,
125,49,50,,,,,,,,,,
156,49,49,,,,,,,,,,
50,48,49,,,,,,,,,,
70,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,17337262,,,,,,,,,
#,c,40302789,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
413,49,50,,,,,,,,,,
205,50,50,,,,,,,,,,
143,49,49,,,,,,,,,,
227,49,50,,,,,,,,,,
63,51,49,,,,,,,,,,
58,49,50,,,,,,,,,,
116,48,48,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,17350305,,,,,,,,,
#,c,40302790,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
645,49,50,,,,,,,,,,
358,49,49,,,,,,,,,,
127,49,50,,,,,,,,,,
161,48,49,,,,,,,,,,
56,50,51,,,,,,,,,,
86,49,50,,,,,,,,,,
49,48,49,,,,,,,,,,
51,48,49,,,,,,,,,,
50,49,49,,,,,,,,,,
56,49,50,,,,,,,,,,
#,t,1,17446536,,,,,,,,,
#,c,40302791,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
95,49,50,,,,,,,,,,
287,49,50,,,,,,,,,,
205,49,51,,,,,,,,,,
106,49,50,,,,,,,,,,
79,49,51,,,,,,,,,,
59,49,50,,,,,,,,,,
49,49,50,,,,,,,,,,
74,49,50,,,,,,,,,,
73,50,51,,,,,,,,,,
68,49,49,,,,,,,,,,
#,t,1,17497418,,,,,,,,,
#,c,40302792,,,,,,,,,,
50,50,51,,,,,,,,,,
51,51,51,,,,,,,,,,
452,50,51,,,,,,,,,,
180,50,51,,,,,,,,,,
191,50,51,,,,,,,,,,
63,50,51,,,,,,,,,,
95,51,51,,,,,,,,,,
52,50,51,,,,,,,,,,
77,49,51,,,,,,,,,,
52,51,51,,,,,,,,,,
67,50,51,,,,,,,,,,
64,50,51,,,,,,,,,,
#,t,1,17580198,,,,,,,,,
#,c,40302793,,,,,,,,,,
51,51,51,,,,,,,,,,
51,51,51,,,,,,,,,,
80,50,51,,,,,,,,,,
56,49,50,,,,,,,,,,
51,51,51,,,,,,,,,,
51,51,51,,,,,,,,,,
50,49,50,,,,,,,,,,
52,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,51,,,,,,,,,,
51,51,51,,,,,,,,,,
#,t,1,17591635,,,,,,,,,
#,c,40302794,,,,,,,,,,
51,51,51,,,,,,,,,,
51,51,51,,,,,,,,,,
420,50,50,,,,,,,,,,
167,50,51,,,,,,,,,,
114,50,51,,,,,,,,,,
76,51,51,,,,,,,,,,
53,50,51,,,,,,,,,,
49,50,49,,,,,,,,,,
53,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
#,t,1,17685091,,,,,,,,,
#,c,40302795,,,,,,,,,,
51,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
80,49,50,,,,,,,,,,
63,49,50,,,,,,,,,,
80,51,50,,,,,,,,,,
55,49,51,,,,,,,,,,
50,50,51,,,,,,,,,,
53,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,17741051,,,,,,,,,
#,c,40302796,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
252,50,49,,,,,,,,,,
152,50,50,,,,,,,,,,
98,49,51,,,,,,,,,,
62,50,50,,,,,,,,,,
61,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
72,49,49,,,,,,,,,,
54,51,50,,,,,,,,,,
51,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,17743050,,,,,,,,,
#,c,40302797,,,,,,,,,,
49,50,49,,,,,,,,,,
49,50,50,,,,,,,,,,
820,49,50,,,,,,,,,,
389,50,49,,,,,,,,,,
252,50,49,,,,,,,,,,
98,50,50,,,,,,,,,,
124,50,50,,,,,,,,,,
67,51,51,,,,,,,,,,
49,49,48,,,,,,,,,,
50,50,48,,,,,,,,,,
48,49,49,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,17915613,,,,,,,,,
#,c,40302798,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
262,50,51,,,,,,,,,,
214,49,51,,,,,,,,,,
153,50,50,,,,,,,,,,
56,49,50,,,,,,,,,,
84,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,48,49,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
#,t,1,18300848,,,,,,,,,
#,c,40302799,,,,,,,,,,
50,50,49,,,,,,,,,,
50,49,51,,,,,,,,,,
93,49,50,,,,,,,,,,
78,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,51,,,,,,,,,,
49,49,50,,,,,,,,,,
49,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
49,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,18301033,,,,,,,,,
#,c,40302800,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
640,50,52,,,,,,,,,,
386,49,50,,,,,,,,,,
107,50,51,,,,,,,,,,
116,49,51,,,,,,,,,,
80,50,51,,,,,,,,,,
67,50,51,,,,,,,,,,
79,49,49,,,,,,,,,,
50,49,51,,,,,,,,,,
50,49,50,,,,,,,,,,
51,49,51,,,,,,,,,,
#,t,1,18375689,,,,,,,,,
#,c,40302801,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
469,49,49,,,,,,,,,,
328,49,49,,,,,,,,,,
170,49,49,,,,,,,,,,
108,49,49,,,,,,,,,,
97,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
48,48,49,,,,,,,,,,
53,51,52,,,,,,,,,,
48,48,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,18599643,,,,,,,,,
#,c,40302802,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
610,51,50,,,,,,,,,,
375,49,50,,,,,,,,,,
154,50,49,,,,,,,,,,
109,50,50,,,,,,,,,,
82,50,50,,,,,,,,,,
53,50,51,,,,,,,,,,
75,49,49,,,,,,,,,,
47,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
52,49,49,,,,,,,,,,
#,t,1,18687480,,,,,,,,,
#,c,40302803,,,,,,,,,,
50,50,50,,,,,,,,,,
62,50,50,,,,,,,,,,
390,50,50,,,,,,,,,,
291,51,49,,,,,,,,,,
131,50,50,,,,,,,,,,
95,51,50,,,,,,,,,,
56,50,50,,,,,,,,,,
52,49,49,,,,,,,,,,
53,50,49,,,,,,,,,,
49,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
78,49,49,,,,,,,,,,
#,t,1,18705506,,,,,,,,,
#,c,40302804,,,,,,,,,,
49,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
139,51,50,,,,,,,,,,
60,50,49,,,,,,,,,,
48,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
48,51,50,,,,,,,,,,
49,50,49,,,,,,,,,,
50,51,50,,,,,,,,,,
49,50,50,,,,,,,,,,
48,51,51,,,,,,,,,,
49,50,50,,,,,,,,,,
#,t,1,18705558,,,,,,,,,
#,c,40302805,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
392,51,50,,,,,,,,,,
281,51,49,,,,,,,,,,
119,50,49,,,,,,,,,,
51,50,49,,,,,,,,,,
99,51,50,,,,,,,,,,
65,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
65,50,49,,,,,,,,,,
48,49,48,,,,,,,,,,
51,51,49,,,,,,,,,,
#,t,1,18726277,,,,,,,,,
#,c,40302806,,,,,,,,,,
50,51,50,,,,,,,,,,
50,51,50,,,,,,,,,,
167,51,49,,,,,,,,,,
93,51,50,,,,,,,,,,
72,51,51,,,,,,,,,,
81,51,50,,,,,,,,,,
79,51,50,,,,,,,,,,
57,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
51,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
50,51,50,,,,,,,,,,
#,t,1,18801839,,,,,,,,,
#,c,40302807,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
92,51,50,,,,,,,,,,
73,50,49,,,,,,,,,,
52,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
76,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
53,51,52,,,,,,,,,,
49,50,49,,,,,,,,,,
#,t,1,18818454,,,,,,,,,
#,c,40302808,,,,,,,,,,
50,51,50,,,,,,,,,,
49,50,49,,,,,,,,,,
139,49,49,,,,,,,,,,
80,50,49,,,,,,,,,,
51,51,50,,,,,,,,,,
68,50,50,,,,,,,,,,
56,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
59,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
#,t,1,18840823,,,,,,,,,
#,c,40302809,,,,,,,,,,
49,50,49,,,,,,,,,,
49,50,49,,,,,,,,,,
551,51,49,,,,,,,,,,
297,49,49,,,,,,,,,,
134,49,49,,,,,,,,,,
89,50,50,,,,,,,,,,
86,50,50,,,,,,,,,,
51,50,49,,,,,,,,,,
79,49,49,,,,,,,,,,
61,49,49,,,,,,,,,,
52,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,18873170,,,,,,,,,
#,c,40302810,,,,,,,,,,
52,50,51,,,,,,,,,,
49,49,49,,,,,,,,,,
683,50,50,,,,,,,,,,
174,49,49,,,,,,,,,,
114,50,49,,,,,,,,,,
119,49,49,,,,,,,,,,
76,50,49,,,,,,,,,,
55,50,50,,,,,,,,,,
65,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
51,51,49,,,,,,,,,,
#,t,1,18913116,,,,,,,,,
#,c,40302811,,,,,,,,,,
50,50,50,,,,,,,,,,
63,50,50,,,,,,,,,,
143,51,50,,,,,,,,,,
119,49,49,,,,,,,,,,
189,49,51,,,,,,,,,,
63,50,50,,,,,,,,,,
54,51,51,,,,,,,,,,
54,49,49,,,,,,,,,,
50,50,51,,,,,,,,,,
61,50,51,,,,,,,,,,
50,51,50,,,,,,,,,,
66,50,50,,,,,,,,,,
#,t,1,18993062,,,,,,,,,
#,c,40302812,,,,,,,,,,
51,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
118,49,51,,,,,,,,,,
81,49,49,,,,,,,,,,
84,50,50,,,,,,,,,,
68,50,50,,,,,,,,,,
73,50,50,,,,,,,,,,
90,49,49,,,,,,,,,,
51,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
51,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,19055702,,,,,,,,,
#,c,40302813,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
503,49,50,,,,,,,,,,
249,49,51,,,,,,,,,,
123,50,51,,,,,,,,,,
135,49,51,,,,,,,,,,
70,50,50,,,,,,,,,,
56,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
52,50,50,,,,,,,,,,
#,t,1,19249051,,,,,,,,,
#,c,40302814,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
307,49,50,,,,,,,,,,
137,49,50,,,,,,,,,,
94,51,50,,,,,,,,,,
99,50,50,,,,,,,,,,
48,50,51,,,,,,,,,,
85,51,51,,,,,,,,,,
49,50,49,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,48,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,19333792,,,,,,,,,
#,c,40302815,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
405,49,49,,,,,,,,,,
119,49,50,,,,,,,,,,
161,49,49,,,,,,,,,,
55,49,49,,,,,,,,,,
73,49,49,,,,,,,,,,
65,49,49,,,,,,,,,,
68,48,49,,,,,,,,,,
49,49,49,,,,,,,,,,
60,50,50,,,,,,,,,,
48,48,48,,,,,,,,,,
#,t,1,19395350,,,,,,,,,
#,c,40302816,,,,,,,,,,
50,50,49,,,,,,,,,,
51,49,49,,,,,,,,,,
534,49,50,,,,,,,,,,
361,50,50,,,,,,,,,,
213,49,49,,,,,,,,,,
163,49,50,,,,,,,,,,
134,49,49,,,,,,,,,,
143,49,50,,,,,,,,,,
51,49,50,,,,,,,,,,
57,48,49,,,,,,,,,,
58,49,50,,,,,,,,,,
49,50,51,,,,,,,,,,
#,t,1,19690260,,,,,,,,,
#,c,40302817,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
387,49,50,,,,,,,,,,
636,49,50,,,,,,,,,,
304,49,50,,,,,,,,,,
197,49,50,,,,,,,,,,
136,49,50,,,,,,,,,,
75,49,50,,,,,,,,,,
79,48,49,,,,,,,,,,
47,48,48,,,,,,,,,,
90,49,50,,,,,,,,,,
48,48,49,,,,,,,,,,
#,t,1,19702934,,,,,,,,,
#,c,40302818,,,,,,,,,,
49,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
127,50,49,,,,,,,,,,
129,49,49,,,,,,,,,,
106,50,50,,,,,,,,,,
103,49,50,,,,,,,,,,
55,51,51,,,,,,,,,,
46,49,48,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,19759014,,,,,,,,,
#,c,40302819,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
201,49,50,,,,,,,,,,
122,50,49,,,,,,,,,,
92,49,50,,,,,,,,,,
107,50,49,,,,,,,,,,
62,50,49,,,,,,,,,,
48,49,49,,,,,,,,,,
55,49,48,,,,,,,,,,
52,48,49,,,,,,,,,,
50,49,51,,,,,,,,,,
69,48,49,,,,,,,,,,
#,t,1,19759209,,,,,,,,,
#,c,40302820,,,,,,,,,,
52,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
362,49,50,,,,,,,,,,
194,49,50,,,,,,,,,,
125,50,51,,,,,,,,,,
66,49,51,,,,,,,,,,
55,49,50,,,,,,,,,,
57,49,50,,,,,,,,,,
52,49,51,,,,,,,,,,
52,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,19955242,,,,,,,,,
#,c,40302821,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
120,50,50,,,,,,,,,,
136,49,51,,,,,,,,,,
94,50,51,,,,,,,,,,
82,50,50,,,,,,,,,,
85,50,51,,,,,,,,,,
51,49,51,,,,,,,,,,
50,49,50,,,,,,,,,,
54,51,53,,,,,,,,,,
50,48,49,,,,,,,,,,
51,49,51,,,,,,,,,,
#,t,1,20047819,,,,,,,,,
#,c,40302822,,,,,,,,,,
51,49,51,,,,,,,,,,
50,50,50,,,,,,,,,,
532,49,50,,,,,,,,,,
450,49,50,,,,,,,,,,
155,49,50,,,,,,,,,,
90,50,51,,,,,,,,,,
55,49,50,,,,,,,,,,
66,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
52,49,51,,,,,,,,,,
50,49,51,,,,,,,,,,
50,49,51,,,,,,,,,,
#,t,1,20072386,,,,,,,,,
#,c,40302823,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
465,49,50,,,,,,,,,,
302,49,49,,,,,,,,,,
232,49,50,,,,,,,,,,
114,49,50,,,,,,,,,,
126,49,51,,,,,,,,,,
52,49,50,,,,,,,,,,
51,48,49,,,,,,,,,,
51,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
51,49,51,,,,,,,,,,
#,t,1,20079743,,,,,,,,,
#,c,40302824,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
460,50,50,,,,,,,,,,
173,50,51,,,,,,,,,,
194,50,51,,,,,,,,,,
65,50,51,,,,,,,,,,
54,51,51,,,,,,,,,,
60,50,51,,,,,,,,,,
52,50,50,,,,,,,,,,
68,49,49,,,,,,,,,,
74,51,50,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,20094702,,,,,,,,,
#,c,40302825,,,,,,,,,,
50,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
265,49,50,,,,,,,,,,
266,50,50,,,,,,,,,,
95,50,50,,,,,,,,,,
77,50,50,,,,,,,,,,
58,51,51,,,,,,,,,,
65,49,51,,,,,,,,,,
51,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
50,51,50,,,,,,,,,,
#,t,1,20098011,,,,,,,,,
#,c,40302826,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
249,49,50,,,,,,,,,,
675,51,50,,,,,,,,,,
389,50,50,,,,,,,,,,
203,50,50,,,,,,,,,,
146,51,50,,,,,,,,,,
64,50,50,,,,,,,,,,
66,49,48,,,,,,,,,,
77,50,50,,,,,,,,,,
53,50,50,,,,,,,,,,
53,51,51,,,,,,,,,,
#,t,1,20121541,,,,,,,,,
#,c,40302827,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
1023,50,49,,,,,,,,,,
620,49,50,,,,,,,,,,
313,50,50,,,,,,,,,,
152,48,49,,,,,,,,,,
148,49,49,,,,,,,,,,
66,50,50,,,,,,,,,,
94,49,49,,,,,,,,,,
51,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
51,50,50,,,,,,,,,,
#,t,1,20163984,,,,,,,,,
#,c,40302828,,,,,,,,,,
50,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
119,50,51,,,,,,,,,,
239,48,49,,,,,,,,,,
173,49,49,,,,,,,,,,
85,50,50,,,,,,,,,,
67,51,50,,,,,,,,,,
63,49,49,,,,,,,,,,
62,49,48,,,,,,,,,,
54,49,50,,,,,,,,,,
50,50,49,,,,,,,,,,
47,49,49,,,,,,,,,,
#,t,1,20214206,,,,,,,,,
#,c,40302829,,,,,,,,,,
50,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
476,51,49,,,,,,,,,,
476,49,50,,,,,,,,,,
406,50,49,,,,,,,,,,
156,51,49,,,,,,,,,,
121,51,50,,,,,,,,,,
133,50,49,,,,,,,,,,
134,49,49,,,,,,,,,,
54,50,49,,,,,,,,,,
74,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
#,t,1,20276012,,,,,,,,,
#,c,40302830,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
742,50,51,,,,,,,,,,
607,50,49,,,,,,,,,,
358,50,50,,,,,,,,,,
138,50,49,,,,,,,,,,
